Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
30/06/2023,16:00,EUROPE - CHAMPIONS LEAGUE,Buducnost (Mne),Breidablik (Ice),PRELIMINARY ,3.85,3.65,1.83,1.75,1.98,1.7,2.05
30/06/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Platense,Lanus,ROUND 22,3.0,2.88,2.7,2.7,1.44,2.1,1.67
30/06/2023,21:30,ARGENTINA - LIGA PROFESIONAL,Atl. Tucuman,Union de Santa Fe,ROUND 22,2.15,3.1,3.75,2.5,1.5,2.1,1.67
30/06/2023,21:30,ARGENTINA - LIGA PROFESIONAL,Velez Sarsfield,Arsenal Sarandi,ROUND 22,1.75,3.3,5.75,2.6,1.48,2.25,1.57
30/06/2023,21:00,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,San Martin S.J.,ROUND 23,2.45,2.8,3.5,2.7,1.44,2.2,1.62
30/06/2023,21:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Jujuy,Quilmes,ROUND 20,2.15,3.0,4.0,2.5,1.5,2.1,1.67
30/06/2023,21:10,ARGENTINA - PRIMERA NACIONAL,Ferro,Brown Adrogue,ROUND 20,2.0,3.2,4.2,2.7,1.44,2.2,1.62
30/06/2023,21:30,BRAZIL - SERIE B,Tombense,Chapecoense-SC,ROUND 15,2.18,2.97,3.86,2.59,1.51,2.16,1.66
30/06/2023,19:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Forge,-,2.72,3.25,2.43,2.03,1.77,1.75,2.03
30/06/2023,22:30,CANADA - CANADIAN PREMIER LEAGUE,Pacific FC,Atl. Ottawa,-,1.72,3.62,4.5,1.98,1.81,1.85,1.91
30/06/2023,13:00,EGYPT - PREMIER LEAGUE,Enppi,Pharco,ROUND 32,2.44,2.95,3.24,2.4,1.48,2.03,1.75
30/06/2023,15:30,EGYPT - PREMIER LEAGUE,Arab Contractors,El Daklyeh,ROUND 32,2.06,2.97,4.27,2.68,1.47,2.21,1.63
30/06/2023,15:30,EGYPT - PREMIER LEAGUE,El Gaish,Ceramica Cleopatra,ROUND 32,2.64,2.85,3.02,2.57,1.42,2.12,1.69
30/06/2023,14:00,ESTONIA - MEISTRILIIGA,Parnu JK Vaprus,Paide,ROUND 19,7.55,4.5,1.38,1.79,2.0,1.98,1.79
30/06/2023,15:45,IRELAND - PREMIER DIVISION,Cork City,Drogheda,ROUND 22,2.3,3.3,3.1,1.95,1.9,1.7,2.05
30/06/2023,15:45,IRELAND - PREMIER DIVISION,Dundalk,Shamrock Rovers,ROUND 22,4.0,3.75,1.83,1.9,1.95,1.8,1.95
30/06/2023,15:45,IRELAND - PREMIER DIVISION,Shelbourne,Derry City,ROUND 22,3.8,3.1,2.1,2.5,1.5,2.1,1.67
30/06/2023,15:45,IRELAND - PREMIER DIVISION,Sligo Rovers,Bohemians,ROUND 22,3.5,3.1,2.2,2.3,1.6,2.0,1.75
30/06/2023,15:45,IRELAND - PREMIER DIVISION,St. Patricks,UC Dublin,ROUND 22,1.13,7.5,19.0,1.44,2.7,2.2,1.62
30/06/2023,07:00,JAPAN - J1 LEAGUE,Cerezo Osaka,Avispa Fukuoka,ROUND 19,1.95,3.3,4.2,2.2,1.65,2.0,1.75
30/06/2023,12:00,LITHUANIA - A LYGA,FK Panevezys,Riteriai,ROUND 20,1.36,4.45,8.35,1.94,1.84,2.21,1.63
30/06/2023,22:00,MEXICO - LIGA MX,Club America,Juarez,APERTURA ,1.36,4.5,7.5,1.6,2.3,1.91,1.91
30/06/2023,22:00,MEXICO - LIGA MX,Mazatlan FC,Pachuca,APERTURA ,4.5,4.0,1.65,1.57,2.35,1.62,2.2
30/06/2023,17:30,PERU - LIGA 1,Cajamarca,Sport Huancayo,CLAUSURA ,2.5,3.3,2.88,2.0,1.85,1.73,2.0
30/06/2023,20:30,USA - USL CHAMPIONSHIP,Charleston,Loudoun,-,1.6,4.05,4.82,1.66,2.19,1.66,2.16
30/06/2023,22:00,USA - USL CHAMPIONSHIP,FC Tulsa,Detroit,-,2.58,3.24,2.56,2.03,1.77,1.76,2.01
