Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA MX,21/01/2024,00:10,Atlas,Club Tijuana,2.2,3.25,3.4
2,MALTA - PREMIER LEAGUE,21/01/2024,07:00,Birkirkara,Santa Lucia,1.44,4.3,6.3
3,SPAIN - PRIMERA RFEF,21/01/2024,08:00,Algeciras,Melilla,1.85,2.9,4.33
4,ITALY - SERIE C,21/01/2024,10:00,Arzignano,Pro Patria,2.07,3.0,3.85
5,SPAIN - LALIGA2,21/01/2024,10:00,Racing Santander,FC Cartagena SAD,1.85,3.5,4.33
6,NIGERIA - NPFL,21/01/2024,12:00,Akwa United,Enugu Rangers,1.6,3.4,5.9
7,NIGERIA - NPFL,21/01/2024,12:00,Kano Pillars,Heartland,1.24,4.85,12.5
8,NIGERIA - NPFL,21/01/2024,12:00,Lobi Stars,Plateau United,1.5,3.6,6.8
9,NIGERIA - NPFL,21/01/2024,12:00,Niger Tornadoes,Katsina Utd,1.7,3.2,5.4
10,ITALY - SERIE C,21/01/2024,12:00,Torres,Olbia,1.42,4.15,7.5
11,NIGERIA - NPFL,21/01/2024,12:00,Shooting,Enyimba,1.7,3.2,5.4
12,SPAIN - PRIMERA RFEF,21/01/2024,14:00,Sestao,Unionistas,2.1,2.8,3.8
13,ITALY - SERIE C,21/01/2024,14:30,AlbinoLeffe,Fiorenzuola,1.8,3.45,4.25
14,JAMAICA - PREMIER LEAGUE,21/01/2024,15:30,Mount Pleasant,Treasure Beach,1.19,6.2,11.75
15,PANAMA - LPF,21/01/2024,18:00,Plaza Amador,Potros del Este,1.55,3.85,5.5
16,PANAMA - LPF,21/01/2024,20:15,Veraguas,Herrera,1.75,3.8,3.85
