,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-06,00:00:00,MEXICO - LIGA MX,Club Leon,Club America,3.9,2.0,3.7,11.0,1.2337785
2,2024-10-06,02:00:00,JAPAN - J2 LEAGUE,Tochigi SC,Ehime,2.0,4.0,3.6,17.0,1.2337385
3,2024-10-06,02:00:00,JAPAN - J2 LEAGUE,Kumamoto,Tokushima,2.1,3.85,3.3,14.0,1.2337387
4,2024-10-06,02:00:00,JAPAN - J2 LEAGUE,Mito,Shimizu S-Pulse,5.4,1.69,4.0,9.8,1.2337223
5,2024-10-06,02:00:00,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Oita Trinita,1.9,3.85,3.75,19.0,1.2337224
6,2024-10-06,02:00:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Renofa Yamaguchi,1.99,3.95,3.65,17.0,1.2337226
7,2024-10-06,02:00:00,JAPAN - J1 LEAGUE,Kyoto,Vissel Kobe,3.95,1.99,3.7,12.5,1.2337214
8,2024-10-06,02:00:00,JAPAN - J2 LEAGUE,Fujieda MYFC,Kagoshima Utd,1.38,9.4,5.1,34.0,1.2337222
9,2024-10-06,03:00:00,SOUTH KOREA - K LEAGUE 1,Pohang,Suwon FC,2.12,3.5,3.65,18.0,1.2338552
10,2024-10-06,03:00:00,SOUTH KOREA - K LEAGUE 1,Ulsan HD,Gimcheon Sangmu,2.2,3.35,3.6,18.0,1.2337304
11,2024-10-06,03:00:00,SOUTH KOREA - K LEAGUE 1,Daegu,Jeonbuk,2.62,2.7,3.6,16.0,1.2337303
12,2024-10-06,03:00:00,SOUTH KOREA - K LEAGUE 1,Incheon,Gangwon,2.92,2.52,3.2,12.5,1.2337302
13,2024-10-06,03:00:00,SOUTH KOREA - K LEAGUE 1,Jeju Utd,Daejeon,2.3,3.25,3.35,16.0,1.2337304
14,2024-10-06,03:00:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Seoul,2.62,2.78,3.3,13.0,1.2337357
15,2024-10-06,04:00:00,JAPAN - J1 LEAGUE,Iwata,Sanfrecce Hiroshima,6.2,1.56,4.4,10.0,1.2337354
16,2024-10-06,04:00:00,JAPAN - J1 LEAGUE,Verdy,Shonan Bellmare,2.38,3.35,3.35,13.5,1.2337353
17,2024-10-06,05:30:00,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Anyang,2.26,3.2,3.3,1000.0,1.2337358
18,2024-10-06,05:30:00,AUSTRIA - BUNDESLIGA,Ried,St. Polten,1.6,5.5,4.2,1000.0,1.233803
19,2024-10-06,06:30:00,ESTONIA - ESILIIGA,Elva,FC Tallinn,1.77,2.46,3.75,1000.0,1.234031
20,2024-10-06,06:30:00,SPAIN - SEGUNDA RFEF,Getafe B,Conquense,1.84,2.52,2.42,1000.0,1.2339718
21,2024-10-06,07:00:00,SPAIN - SEGUNDA RFEF,Mallorca B,Espanyol B,2.26,2.14,2.48,1000.0,1.2339592
22,2024-10-06,07:00:00,SPAIN - SEGUNDA RFEF,Sant Andreu,Atletico Baleares,1.97,2.8,2.58,1000.0,1.2339587
23,2024-10-06,07:00:00,SPAIN - SEGUNDA RFEF,CD Estepona,Orihuela,1.75,2.28,2.54,1000.0,1.2339686
